date,pagePath,deviceCategory,country,sessions,totalUsers,eventCount,engagementRate,averageSessionDuration
20260228,/posts/nursing-assistant-medical-terms,desktop,Iran,1,1,4,1.0,7.003611
20260228,/posts/nursing-assistant-night-shift-daily,mobile,Japan,1,1,6,0.0,6.039746
20260228,/posts/nursing-assistant-night-shift-recovery,desktop,Iran,1,1,4,1.0,6.537845
20260228,/posts/nursing-assistant-nightshift-fatigue,desktop,Iran,1,1,2,1.0,4.438556
20260228,/posts/nursing-assistant-nightshift-fatigue,desktop,Netherlands,1,1,2,1.0,2.061815
20260228,/posts/nursing-assistant-patient-transfer-safety,desktop,Iran,1,1,4,1.0,5.183306
20260228,/posts/nursing-assistant-resignation-advice-insights,desktop,Iran,1,1,4,1.0,3.517266
20260228,/posts/nursing-assistant-resignation-advice-support,desktop,Iran,1,1,2,1.0,3.674794
20260228,/posts/nursing-assistant-resignation-advice-support,desktop,Luxembourg,1,1,2,1.0,0.992651
20260228,/tags,desktop,Iran,1,1,4,1.0,7.478233
20260228,/tags/newcomer-notes,desktop,Iran,1,1,2,1.0,3.700502
20260228,/terms,desktop,Iran,1,1,3,1.0,3.08577
20260301,/,mobile,United States,1,1,6,0.0,7.11948
20260301,/posts/nursing-assistant-bottom-myth,mobile,Japan,1,1,6,0.0,5.926014
20260301,/posts/nursing-assistant-career-change-experience,mobile,Japan,1,1,1,1.0,0.0
20260301,/posts/nursing-assistant-career-change-medical,desktop,Japan,1,1,6,1.0,31.145577
20260301,/posts/nursing-assistant-icu-emergency-duties,mobile,Japan,1,1,9,1.0,293.075311
20260301,/posts/nursing-assistant-medical-terms,mobile,Japan,1,1,5,1.0,66.668167
20260301,/posts/nursing-assistant-recommended-shoes,desktop,Japan,1,1,9,1.0,55.795512
20260302,/posts/nursing-assistant-bonus-situation,mobile,Japan,1,1,5,0.0,6.179834
20260302,/posts/nursing-assistant-icu-emergency-duties,mobile,Japan,1,1,6,0.0,5.941957
20260302,/posts/nursing-assistant-patient-safety-key,desktop,Japan,1,1,6,0.0,2.824329
20260302,/posts/nursing-assistant-patient-transfer-safety,desktop,Japan,1,1,7,1.0,626.199838
20260302,/posts/nursing-assistant-recommended-shoes,mobile,Japan,1,1,16,1.0,81.977857
20260303,/,mobile,Japan,1,1,1,1.0,1.627762
20260303,/about,mobile,Japan,1,1,1,1.0,5.010862
20260303,/categories,mobile,Japan,1,1,2,1.0,6.776257
20260303,/categories/wellbeing,mobile,Japan,1,1,2,1.0,4.619469
20260303,/categories/work,mobile,Japan,1,1,2,1.0,13.675168
20260303,/posts,desktop,Japan,1,1,8,1.0,9.700515
20260303,/posts/nursing-assistant-care-guide-insightsa,mobile,Japan,1,1,1,1.0,2.169044
20260303,/posts/nursing-assistant-care-guide-supporta,desktop,Japan,1,1,3,1.0,581.543543
20260303,/posts/nursing-assistant-career-change-compass,mobile,Japan,1,1,1,1.0,163.480844
20260303,/posts/nursing-assistant-duties-scope,desktop,Japan,1,1,6,1.0,25.314439
20260303,/posts/nursing-assistant-emr-system-changes,desktop,Japan,1,1,7,1.0,27.639414
20260303,/posts/nursing-assistant-interview-resume-roadmap,desktop,Japan,1,1,20,1.0,1088.119675
20260303,/posts/nursing-assistant-medical-terms,desktop,Japan,1,1,7,1.0,461.769442
20260303,/posts/nursing-assistant-medical-terms,mobile,Japan,1,1,7,1.0,86.415449
20260303,/posts/nursing-assistant-mental-care-focus,mobile,Japan,1,1,1,1.0,8.23962
20260303,/posts/nursing-assistant-nightshift-fatigue,mobile,Japan,1,1,1,1.0,5.033694
20260303,/posts/nursing-assistant-operating-room-duties,mobile,Japan,1,1,5,0.0,5.320523
20260303,/posts/nursing-assistant-relationship-distance-sera,mobile,Japan,1,1,2,1.0,1.475593
20260303,/posts/nursing-assistant-resignation-advice-long,mobile,Japan,1,1,2,1.0,95.594619
20260303,/posts/nursing-assistant-resignation-advice-support,mobile,Japan,1,1,2,1.0,7.015403
20260303,/posts/nursing-assistant-resume-writing,desktop,Japan,1,1,1,1.0,3.458684
20260303,/posts/nursing-assistant-stressful-relationships-solutions,mobile,Japan,1,1,1,1.0,4.983256
20260304,/,mobile,Japan,1,1,11,1.0,7.509772
20260304,/contact,desktop,Iran,1,1,3,0.0,0.0
20260304,/posts,mobile,Japan,1,1,1,1.0,4.99497
20260304,/posts/nursing-assistant-bottom-myth,mobile,Japan,1,1,2,1.0,67.725715
20260304,/posts/nursing-assistant-care-guide-supporta,desktop,Japan,1,1,5,1.0,324.356453
20260304,/posts/nursing-assistant-infection-control-manual,mobile,Japan,1,1,18,1.0,175.389606
20260304,/posts/nursing-assistant-interview-questions-answers,mobile,Japan,1,1,11,1.0,795.62846
20260304,/posts/nursing-assistant-interview-resume-roadmap,desktop,Japan,1,1,1,1.0,1.135256
20260304,/posts/nursing-assistant-mental-care-stress,mobile,Japan,1,1,1,1.0,4.0102
20260304,/posts/nursing-assistant-operating-room-duties,desktop,Japan,1,1,6,0.0,5.595093
20260304,/posts/nursing-assistant-patient-transfer-safety,mobile,Japan,1,1,2,0.0,39576.921204
20260304,/posts/nursing-assistant-role-responsibility-team,mobile,Japan,1,1,6,1.0,15.342415
20260304,/posts/nursing-assistant-terminology-guide,desktop,Japan,1,1,7,1.0,22.390456
20260304,/posts/nursing-assistant-terminology-guide,mobile,Japan,1,1,1,1.0,65.36294
20260304,/posts/nursing-assistant-uniform-selection,desktop,Japan,1,1,5,0.0,6.238081
20260305,/,desktop,Japan,1,1,2,1.0,158.186829
20260305,/posts/nursing-assistant-career-vision,mobile,Japan,1,1,6,0.0,5.901659
20260305,/posts/nursing-assistant-relationship-struggle-sera,desktop,Japan,1,1,7,1.0,45.310246
20260305,/posts/nursing-assistant-vital-signs-support,desktop,Japan,1,1,8,1.0,920.746881
20260306,/categories/license,desktop,Iran,1,1,4,1.0,4.150765
20260306,/categories/stories,desktop,Iran,1,1,4,1.0,5.828732
20260306,/posts,desktop,Iran,1,1,4,1.0,4.584975
20260306,/posts/nursing-assistant-daily-schedule,mobile,Japan,1,1,1,1.0,5.016791
20260306,/posts/nursing-assistant-interview-resume-roadmap,desktop,Iran,1,1,4,1.0,6.013865
20260306,/posts/nursing-assistant-market-info,desktop,Iran,1,1,4,1.0,5.883442
20260306,/posts/nursing-assistant-medical-terms,mobile,Japan,1,1,14,1.0,587.33333
20260306,/posts/nursing-assistant-mental-care-focus,desktop,Iran,1,1,4,1.0,3.769944
20260306,/posts/nursing-assistant-operating-room-duties,mobile,Japan,1,1,6,0.0,5.74912
20260306,/posts/nursing-assistant-patient-transfer-safety,desktop,Iran,1,1,4,1.0,7.060947
20260306,/posts/nursing-assistant-psychiatric-ward-duties,mobile,Japan,1,1,6,0.0,5.403327
20260306,/posts/nursing-assistant-resignation-advice-insights,desktop,Iran,1,1,4,1.0,5.889234
20260306,/posts/nursing-assistant-resignation-advice-insights,desktop,Japan,1,1,5,1.0,12.513624
20260306,/posts/nursing-assistant-terminology-guide,desktop,Japan,1,1,5,0.0,3.11092
20260306,/sitemap,desktop,Iran,1,1,4,1.0,1.955429
20260306,/terms,desktop,Iran,1,1,3,1.0,5.414385
20260307,/posts/nursing-assistant-become-nurse-method,mobile,Japan,1,1,7,1.0,85.497653
20260307,/posts/nursing-assistant-colleague-relationships,mobile,Japan,1,1,5,0.0,7.132323
20260307,/posts/nursing-assistant-infection-control-manual,desktop,Japan,1,1,6,1.0,120.562765
20260307,/posts/nursing-assistant-infection-control-manual,mobile,Japan,1,1,5,0.0,8.768459
20260307,/posts/nursing-assistant-medical-terms,desktop,Japan,1,1,5,0.0,5.980837
20260307,/posts/nursing-assistant-medical-terms,mobile,Japan,1,1,5,0.0,6.620211
20260307,/posts/nursing-assistant-psychiatric-ward-duties,mobile,Japan,1,1,6,0.0,5.540246
20260307,/posts/nursing-assistant-terminology-guide,desktop,Japan,1,1,2,0.0,0.0
20260308,/,desktop,Japan,1,1,9,1.0,384.030641
20260308,/contact,desktop,Iran,1,1,5,1.0,2.678161
20260308,/posts,desktop,Iran,1,1,4,1.0,3.884943
20260308,/posts/nursing-assistant-become-nurse-method,mobile,Japan,1,1,5,0.0,5.992805
20260308,/posts/nursing-assistant-care-guide-compassa,desktop,Iran,1,1,4,1.0,5.435798
20260308,/posts/nursing-assistant-care-guide-practice,desktop,Japan,1,1,7,1.0,22.545587
20260308,/posts/nursing-assistant-infection-control-manual,desktop,Japan,1,1,11,1.0,121.507972
20260308,/posts/nursing-assistant-interview-resume-roadmap,desktop,Iran,1,1,4,1.0,9.194991
20260308,/posts/nursing-assistant-job-role-compass,desktop,Iran,1,1,4,1.0,1.602596
20260308,/posts/nursing-assistant-medical-terms,desktop,Japan,1,1,7,0.0,5.066593
20260308,/posts/nursing-assistant-mental-care-patient,mobile,Japan,1,1,1,1.0,342.052708
20260308,/posts/nursing-assistant-practical-tips-insights,mobile,Japan,1,1,5,0.0,5.958858
20260308,/posts/nursing-assistant-resignation-advice-insights,desktop,Iran,1,1,4,1.0,5.783848
20260308,/posts/nursing-assistant-work-reform-examples,mobile,Japan,1,1,6,1.0,39.366366
20260309,/posts/nursing-assistant-become-nurse-method,mobile,Japan,1,1,4,0.0,5.806182
